section_id,circle,section,queries_tried,geocode_status,query_used,n_candidates,lat,lon,osm_name,osm_category,osm_type,osm_place_rank,osm_importance,other_candidates
HABSIGUDA_YAPRAL,HABSIGUDA,YAPRAL,1,found,"Yapral, Hyderabad, Telangana",1.0,17.5030543,78.5407976,"Yapral, Ward 136 Neredmet, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Alwal mandal, Medchal–Malkajgiri, Telangana, 500094, India",place,suburb,19.0,0.3656661556590361,[]
HYDERABAD_CENTRAL_ABIDS,HYDERABAD CENTRAL,ABIDS,1,found,"Abids, Hyderabad, Telangana",1.0,17.3894783,78.477182,"Abids, Ward 77 Jambagh, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500095, India",place,suburb,19.0,0.37154897114460894,[]
HYDERABAD_CENTRAL_AMBERPET,HYDERABAD CENTRAL,AMBERPET,1,found,"Amberpet, Hyderabad, Telangana",3.0,17.3861776,78.5114709,"Amberpet mandal, Hyderabad, Telangana, India",boundary,administrative,12.0,0.3694915076724792,"[{""name"": ""Ward 83 Amberpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 500013, India"", ""lat"": ""17.3856990"", ""lon"": ""78.5218948""}, {""name"": ""Ward 84 Bagh Amberpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 353535, India"", ""lat"": ""17.3978928"", ""lon"": ""78.5175088""}]"
HYDERABAD_CENTRAL_GOLCONDA,HYDERABAD CENTRAL,GOLCONDA,1,found,"Golconda, Hyderabad, Telangana",2.0,17.3873294,78.4057336,"Golconda, Ward 67 Golconda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Golconda mandal, Hyderabad, Telangana, 500008, India",place,suburb,19.0,0.1467350293736171,"[{""name"": ""Golconda mandal, Hyderabad, Telangana, 500048, India"", ""lat"": ""17.3823146"", ""lon"": ""78.4120254""}]"
HYDERABAD_CENTRAL_GOLNAKA,HYDERABAD CENTRAL,GOLNAKA,1,found,"Golnaka, Hyderabad, Telangana",2.0,17.3901064,78.5083605,"Golnaka, Ward 82 Golnaka, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, 500044, India",place,neighbourhood,24.0,0.08006836270695046,"[{""name"": ""Ward 82 Golnaka, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Amberpet mandal, Hyderabad, Telangana, India"", ""lat"": ""17.3867837"", ""lon"": ""78.5072175""}]"
HYDERABAD_CENTRAL_GUNFOUNDRY,HYDERABAD CENTRAL,GUNFOUNDRY,1,found,"Gunfoundry, Hyderabad, Telangana",3.0,17.3936441,78.4756654,"Ward 78 Gunfoundry, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, India",boundary,administrative,20.0,0.1334016960402838,"[{""name"": ""Gunfoundry Street Number 3, Gun Foundry, Ward 78 Gunfoundry, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500001, India"", ""lat"": ""17.3947505"", ""lon"": ""78.4777361""}, {""name"": ""Gunfoundry Street Number 5, Gun Foundry, Ward 78 Gunfoundry, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500001, India"", ""lat"": ""17.3946220"", ""lon"": ""78.4792206""}]"
HYDERABAD_CENTRAL_HIMAYAT_NAGAR,HYDERABAD CENTRAL,HIMAYAT NAGAR,1,found,"Himayat Nagar, Hyderabad, Telangana",1.0,17.4039678,78.483456,"Himayat Nagar, Ward 79 Himayath Nagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Himayatnagar mandal, Hyderabad, Telangana, 500029, India",place,suburb,19.0,0.36902538090653614,[]
HYDERABAD_CENTRAL_KAVADIGUDA,HYDERABAD CENTRAL,KAVADIGUDA,1,found,"Kavadiguda, Hyderabad, Telangana",1.0,17.4227022,78.4917695,"Kavadiguda, Ward 90 Kavadiguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Musheerabad mandal, Hyderabad, Telangana, 500080, India",place,suburb,19.0,0.1467350293736171,[]
HYDERABAD_CENTRAL_LANGER_HOUSE,HYDERABAD CENTRAL,LANGER HOUSE,1,found,"Langer House, Hyderabad, Telangana",1.0,17.37331,78.41387,"ICICI Bank Langer House, Hyderabad - Branch & ATM, NH163, Reddy Colony, Golconda, Ward 66 Langar Houz, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Golconda mandal, Hyderabad, Telangana, 500008, India",amenity,bank,30.0,6.836270695043896e-05,[]
HYDERABAD_CENTRAL_RETHI_BOWLI,HYDERABAD CENTRAL,RETHI BOWLI,2,not_found,,,,,,,,,,
HYDERABAD_CENTRAL_SAIFABAD,HYDERABAD CENTRAL,SAIFABAD,1,found,"Saifabad, Hyderabad, Telangana",1.0,17.4047878,78.4658367,"Saifabad, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500004, India",place,suburb,19.0,0.1467350293736171,[]
HYDERABAD_CENTRAL_SHAIKPET,HYDERABAD CENTRAL,SHAIKPET,1,found,"Shaikpet, Hyderabad, Telangana",2.0,17.4057955,78.4006536,"Shaikpet, Ward 94 Shaikpet, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500110, India",place,suburb,19.0,0.1467350293736171,"[{""name"": ""Shaikpet mandal, Hyderabad, Telangana, India"", ""lat"": ""17.4134056"", ""lon"": ""78.4275478""}]"
HYDERABAD_CENTRAL_SHANKARMUTT,HYDERABAD CENTRAL,SHANKARMUTT,2,not_found,,,,,,,,,,
HYDERABAD_CENTRAL_SOMAJIGUDA,HYDERABAD CENTRAL,SOMAJIGUDA,1,found,"Somajiguda, Hyderabad, Telangana",1.0,17.4255053,78.4585197,"Somajiguda, Ward 97 Somajiguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500082, India",place,suburb,19.0,0.3699543402288119,[]
HYDERABAD_CENTRAL_SURYANAGAR,HYDERABAD CENTRAL,SURYANAGAR,1,found,"Suryanagar, Hyderabad, Telangana",3.0,17.444727,78.5773972,"Suryanagar, FCI Godown Road, Chandrapuri Colony, Ward 5 Mallapur, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500076, India",amenity,childcare,30.0,6.836270695043896e-05,"[{""name"": ""Suryanagar (ward no-23), Surya Nagar Colony Road, Macha Bolarum, Bolarum, Ward 133 Macha Bolarum, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Alwal mandal, Medchal\u2013Malkajgiri, Telangana, 500100, India"", ""lat"": ""17.5158639"", ""lon"": ""78.5060770""}, {""name"": ""SuryaNagar Colony Road, Saraswati Colony, Ward 10 Uppal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500060, India"", ""lat"": ""17.3933139"", ""lon"": ""78.5610005""}]"
HYDERABAD_CENTRAL_VIJAYA_NAGAR_COLONY,HYDERABAD CENTRAL,VIJAYA NAGAR COLONY,1,found,"Vijaya Nagar Colony, Hyderabad, Telangana",1.0,17.3304768,78.5768552,"vijaya fancy store, S.No, 24, Kamala Nagar Rd, Huda Sai Nagar Colony, Hyderabad, Telangana 500070, Raithu Bazar Road, Raithu Bazar, Vanasthalipuram, Ward 13 Hayath Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India",shop,fashion_accessories,30.0,6.836270695043896e-05,[]
HYDERABAD_SOUTH_ATTAPUR,HYDERABAD SOUTH,ATTAPUR,1,found,"Attapur, Hyderabad, Telangana",2.0,17.3672244,78.4307278,"Attapur, Ward 61 Attapur, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500048, India",place,suburb,19.0,0.1467350293736171,"[{""name"": ""Attapur, Old Mumbai Highway, Anand Nagar, Chandanagar, Lingampally, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500019, India"", ""lat"": ""17.4807899"", ""lon"": ""78.3224815""}]"
HYDERABAD_SOUTH_CHANCHALGUDA,HYDERABAD SOUTH,CHANCHALGUDA,1,found,"Chanchalguda, Hyderabad, Telangana",1.0,17.3673732,78.4965799,"Chanchalguda, Ward 29 Chawni, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Charminar mandal, Hyderabad, Telangana, 500024, India",place,neighbourhood,24.0,0.36712697163315744,[]
HYDERABAD_SOUTH_CHANDRAYANA_GUTTA,HYDERABAD SOUTH,CHANDRAYANA GUTTA,2,not_found,,,,,,,,,,
HYDERABAD_SOUTH_CHATRINAKA,HYDERABAD SOUTH,CHATRINAKA,1,found,"Chatrinaka, Hyderabad, Telangana",1.0,17.3420099,78.4777649,"Chatrinaka, Ward 45 Jangammet, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500065, India",place,neighbourhood,24.0,0.08006836270695046,[]
HYDERABAD_SOUTH_CHUDI_BAZAR,HYDERABAD SOUTH,CHUDI BAZAR,1,found,"Chudi Bazar, Hyderabad, Telangana",2.0,17.3738134,78.4647791,"Chudi Bazaar, Begum Bazaar, Ward 50 Begum Bazar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500002, India",place,neighbourhood,24.0,0.08006836270695046,"[{""name"": ""Chudi Bazar, \u0645\u0633\u0644\u0645 \u062c\u0646\u06af \u067e\u0644\u06d4, Goshamahal, Ward 51 Goshamahal, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500002, India"", ""lat"": ""17.3708409"", ""lon"": ""78.4676899""}]"
HYDERABAD_SOUTH_DATTATREYA_COLONY,HYDERABAD SOUTH,DATTATREYA COLONY,1,found,"Dattatreya Colony, Hyderabad, Telangana",1.0,17.5110985,78.4052903,"Dattatreya Colony, Gajularamaram, Ward 124 Alwyn Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, 501002, India",place,neighbourhood,24.0,0.08006836270695046,[]
HYDERABAD_SOUTH_FALAKNUMA,HYDERABAD SOUTH,FALAKNUMA,1,found,"Falaknuma, Hyderabad, Telangana",2.0,17.3326604,78.4751984,"Falaknuma, Quadri chaman road, Jangamet, Ward 45 Jangammet, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500065, India",railway,station,30.0,0.2562004762132184,"[{""name"": ""Falaknuma, Ward 46 Falaknuma, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500005, India"", ""lat"": ""17.3336530"", ""lon"": ""78.4677481""}]"
HYDERABAD_SOUTH_HUSSAINI_ALAM,HYDERABAD SOUTH,HUSSAINI ALAM,1,found,"Hussaini Alam, Hyderabad, Telangana",1.0,17.361886,78.4667506,"Hussaini Alam, Ward 52 Puranapool, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, 500064, India",place,suburb,19.0,0.1467350293736171,[]
HYDERABAD_SOUTH_KARWAN,HYDERABAD SOUTH,KARWAN,1,found,"Karwan, Hyderabad, Telangana",3.0,17.376013,78.4331894,"Ward 65 Karwan, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Asif Nagar mandal, Hyderabad, Telangana, India",boundary,administrative,20.0,0.1334016960402838,"[{""name"": ""Karwan Sahu, Ward 65 Karwan, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Asif Nagar mandal, Hyderabad, Telangana, 500264, India"", ""lat"": ""17.3734894"", ""lon"": ""78.4412105""}, {""name"": ""Karwan road, Tappa Chabutara, Ward 71 Gudimalkapur, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Asif Nagar mandal, Hyderabad, Telangana, 500264, India"", ""lat"": ""17.3771163"", ""lon"": ""78.4426492""}]"
HYDERABAD_SOUTH_KISHANBAGH,HYDERABAD SOUTH,KISHANBAGH,1,found,"Kishanbagh, Hyderabad, Telangana",1.0,17.3608327,78.4427483,"Ward 56 Kishanbagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",boundary,administrative,20.0,0.1334016960402838,[]
HYDERABAD_SOUTH_MOGHAL_PURA,HYDERABAD SOUTH,MOGHAL PURA,2,not_found,,,,,,,,,,
HYDERABAD_SOUTH_PUTLI_BOWLI,HYDERABAD SOUTH,PUTLI BOWLI,2,not_found,,,,,,,,,,
HYDERABAD_SOUTH_SAIDABAD,HYDERABAD SOUTH,SAIDABAD,1,found,"Saidabad, Hyderabad, Telangana",1.0,17.359533,78.5147979,"Saidabad mandal, Hyderabad, Telangana, 500059, India",boundary,administrative,12.0,0.11734328469919902,[]
HYDERABAD_SOUTH_SANTOSHNAGAR,HYDERABAD SOUTH,SANTOSHNAGAR,1,found,"Santoshnagar, Hyderabad, Telangana",1.0,17.3467185,78.5081947,"Santoshnagar, Santosh Nagar Main ROad, Sanjeevaiah Nagar, Ward 39 Santhosh Nagar, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500059, India",highway,bus_stop,30.0,6.836270695043896e-05,[]
HYDERABAD_SOUTH_TROOP_BAZAR,HYDERABAD SOUTH,TROOP BAZAR,1,found,"Troop Bazar, Hyderabad, Telangana",1.0,17.3849929,78.4785324,"Troop Bazaar, Abids, Ward 77 Jambagh, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Nampally mandal, Hyderabad, Telangana, 500095, India",place,neighbourhood,24.0,0.08006836270695046,[]
MEDCHAL_ALIABAD,MEDCHAL,ALIABAD,1,found,"Aliabad, Hyderabad, Telangana",1.0,17.34563,78.4726799,"Aliabad, Ward 48 Shah Ali Banda, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, 500065, India",place,suburb,19.0,0.1467350293736171,[]
MEDCHAL_ALLWYN_COLONY,MEDCHAL,ALLWYN COLONY,1,found,"Allwyn Colony, Hyderabad, Telangana",3.0,17.5043618,78.4149849,"Allwyn Colony, Ward 124 Alwyn Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500047, India",place,neighbourhood,24.0,0.08006836270695046,"[{""name"": ""Allwyn Colony, Madinaguda, Ward 109 Hafeezpet, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500049, India"", ""lat"": ""17.4920354"", ""lon"": ""78.3499531""}, {""name"": ""Allwyn colony, Patancheru, Ward 113 Patancheruvu, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Patancheruvu mandal, Sangareddy, Telangana, 502319, India"", ""lat"": ""17.5354735"", ""lon"": ""78.2801030""}]"
MEDCHAL_BACHUPALLY,MEDCHAL,BACHUPALLY,1,found,"Bachupally, Hyderabad, Telangana",1.0,17.536648,78.3644736,"akashra junior college, bachupally, Nizampet Road, Nizampet, Bachupally mandal, Hyderabad, Medchal–Malkajgiri, Telangana, 500090, India",office,educational_institution,30.0,4.207446402681037e-05,[]
MEDCHAL_BHAGYA_NAGAR,MEDCHAL,BHAGYA NAGAR,1,found,"Bhagya Nagar, Hyderabad, Telangana",1.0,17.3452888,78.5332108,"Bhagya Nagar Colony, LB Nagar, Ward 18 Lingojiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500079, India",place,neighbourhood,24.0,0.08006836270695046,[]
MEDCHAL_BOWRAMPET,MEDCHAL,BOWRAMPET,2,found,"Bowrampet, Telangana",2.0,17.5610356,78.3982185,"Bowrampet, Dundigal mandal, Medchal–Malkajgiri, Telangana, 500090, India",place,suburb,19.0,0.1467087411306935,"[{""name"": ""bowrampet, Medak Road, Bowrampet, Dundigal mandal, Medchal\u2013Malkajgiri, Telangana, 500043, India"", ""lat"": ""17.5615155"", ""lon"": ""78.4032321""}]"
MEDCHAL_D_P_PALLY,MEDCHAL,D P PALLY,4,found,"Dulapally, Telangana",1.0,17.5467126,78.4668466,"dulapally, Doolapally Road, Doolapally, Dundigal mandal, Medchal–Malkajgiri, Telangana, 500014, India",highway,bus_stop,30.0,5.36987869077137e-05,[]
MEDCHAL_GAJULARAMARAM,MEDCHAL,GAJULARAMARAM,1,found,"Gajularamaram, Hyderabad, Telangana",1.0,17.5271759,78.4200077,"Gajularamaram, Ward 125 Gajularamaram, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, 500055, India",place,suburb,19.0,0.1467350293736171,[]
MEDCHAL_GUNDLAPOCHAMPALLY,MEDCHAL,GUNDLAPOCHAMPALLY,2,found,"Gundlapochampally, Telangana",1.0,17.568913,78.480271,"gundlapochampally, Avenue 18, Doolapally, Medchal mandal, Medchal–Malkajgiri, Telangana, 500014, India",highway,bus_stop,30.0,5.36987869077137e-05,[]
MEDCHAL_HYDERNAGAR,MEDCHAL,HYDERNAGAR,1,found,"Hydernagar, Hyderabad, Telangana",2.0,17.4984629,78.3819018,"Hydernagar, Ward 114 KPHB Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500085, India",place,neighbourhood,24.0,0.08006836270695046,"[{""name"": ""Ward 123 Hydernagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, India"", ""lat"": ""17.5029098"", ""lon"": ""78.3880899""}]"
MEDCHAL_JAGADGIRI_GUTTA,MEDCHAL,JAGADGIRI GUTTA,2,not_found,,,,,,,,,,
MEDCHAL_JEEDIMETLA_IDA,MEDCHAL,JEEDIMETLA(IDA),1,found,"Jeedimetla(Ida), Hyderabad, Telangana",1.0,17.5204106,78.4514486,"IDA Jeedimetla, Ward 130 Subash Nagar, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, India",landuse,industrial,24.0,0.08006836270695046,[]
MEDCHAL_KOMPALLY,MEDCHAL,KOMPALLY,1,found,"Kompally, Hyderabad, Telangana",3.0,17.5398444,78.5000154,"Bolarum to Kompally Road, Ward 133 Macha Bolarum, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Dundigal mandal, Medchal–Malkajgiri, Telangana, 500100, India",highway,secondary,26.0,0.053387032120241054,"[{""name"": ""Bolarum to Kompally Road, Brindavan Colony, Bolarum, Ward 133 Macha Bolarum, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Alwal mandal, Medchal\u2013Malkajgiri, Telangana, 500100, India"", ""lat"": ""17.5354868"", ""lon"": ""78.5096979""}, {""name"": ""Kompally tanda, Nizamabad Road, Caton Residential Township, Jeedimetla Village, Ward 132 Jeedimetla, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal\u2013Malkajgiri, Telangana, 500100, India"", ""lat"": ""17.5282237"", ""lon"": ""78.4762932""}]"
MEDCHAL_KUKATPALLY,MEDCHAL,KUKATPALLY,1,found,"Kukatpally, Hyderabad, Telangana",2.0,17.4930841,78.4054408,"Kukatpally, Ward 122 Vivekananda Nagar Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500072, India",place,suburb,19.0,0.37978567549726355,"[{""name"": ""Kukatpally, Kukkatpally Main Road - Mumbai Highway, Sumitra Nagar, Kukatpally, Ward 122 Vivekananda Nagar Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, 500047, India"", ""lat"": ""17.4850883"", ""lon"": ""78.4116380""}]"
MEDCHAL_MEDCHAL_RURAL,MEDCHAL,MEDCHAL RURAL,3,found,"Medchal, Hyderabad, Telangana",3.0,17.5381982,78.4009122,"Telangana Weaker Section Apartments - Dignity Homes, Ward 125 Gajularamaram, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, India",landuse,residential,24.0,0.08006836270695046,"[{""name"": ""TS Grammar High School, Srinivaspuram, Ramanthapur, Opposite T.V. Studio Lane, Hyderabad, Telangana 500013, Street Number 3, Srinivasapuram Colony, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500013, India"", ""lat"": ""17.3875962"", ""lon"": ""78.5309909""}, {""name"": ""Vaishnavi Olympiad School, Ganesh Nagar, Ramanthapur, Amberpet, Hyderabad, Telangana 500013, 2nd Cross B Road, Gokhale Nagar, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500013, India"", ""lat"": ""17.3953573"", ""lon"": ""78.5305516""}]"
MEDCHAL_MEDCHAL_TOWN,MEDCHAL,MEDCHAL TOWN,3,found,"Medchal, Hyderabad, Telangana",3.0,17.5381982,78.4009122,"Telangana Weaker Section Apartments - Dignity Homes, Ward 125 Gajularamaram, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, India",landuse,residential,24.0,0.08006836270695046,"[{""name"": ""TS Grammar High School, Srinivaspuram, Ramanthapur, Opposite T.V. Studio Lane, Hyderabad, Telangana 500013, Street Number 3, Srinivasapuram Colony, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500013, India"", ""lat"": ""17.3875962"", ""lon"": ""78.5309909""}, {""name"": ""Vaishnavi Olympiad School, Ganesh Nagar, Ramanthapur, Amberpet, Hyderabad, Telangana 500013, 2nd Cross B Road, Gokhale Nagar, Ward 8 Habsiguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500013, India"", ""lat"": ""17.3953573"", ""lon"": ""78.5305516""}]"
MEDCHAL_MIYAPUR,MEDCHAL,MIYAPUR,1,found,"Miyapur, Hyderabad, Telangana",2.0,17.4981608,78.3567628,"Miyapur, Ward 108 Miyapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500049, India",place,suburb,19.0,0.38584692642506985,"[{""name"": ""Miyapur, Nizampet - Miyapur Road Mumbai Highway, Miyapur, Ward 108 Miyapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500049, India"", ""lat"": ""17.4965392"", ""lon"": ""78.3730252""}]"
MEDCHAL_NIZAMPET,MEDCHAL,NIZAMPET,1,found,"Nizampet, Hyderabad, Telangana",3.0,17.498552,78.3796744,"Nizampet - Miyapur Road Mumbai Highway, Vasantha Nagar, Satavahana Nagar, Ward 123 Hydernagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500085, India",highway,trunk,26.0,0.05340169604028378,"[{""name"": ""Nizampet - JNTU Road Mumbai Highway, Vasantha Nagar, Satavahana Nagar, Ward 123 Hydernagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, 500085, India"", ""lat"": ""17.4977568"", ""lon"": ""78.3923874""}, {""name"": ""Nizampet - Miyapur Road Mumbai Highway, Hydernagar, Ward 114 KPHB Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, 500085, India"", ""lat"": ""17.4990321"", ""lon"": ""78.3851955""}]"
MEDCHAL_PETBASHEERABAD,MEDCHAL,PETBASHEERABAD,3,found,"Pet Basheerabad, Hyderabad, Telangana",3.0,17.513919,78.4806686,"Pet Basheerabad - III, Nizamabad Road, PET Bashirabad, Jeedimetla Village, Ward 132 Jeedimetla, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, 500100, India",amenity,childcare,30.0,6.836270695043896e-05,"[{""name"": ""Pet Basheerabad - II, green park main road, Green Park, Jeedimetla Village, Ward 132 Jeedimetla, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal\u2013Malkajgiri, Telangana, 500009, India"", ""lat"": ""17.5085181"", ""lon"": ""78.4756918""}, {""name"": ""Pet Basheerabad - I, green park main road, Green Park, Jeedimetla Village, Ward 132 Jeedimetla, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal\u2013Malkajgiri, Telangana, 500009, India"", ""lat"": ""17.5091957"", ""lon"": ""78.4763691""}]"
MEDCHAL_PRAGATHI_NAGAR,MEDCHAL,PRAGATHI NAGAR,1,found,"Pragathi Nagar, Hyderabad, Telangana",2.0,17.5200154,78.3968876,"Pragathi Nagar, Bachupally mandal, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Medchal–Malkajgiri, Telangana, 501002, India",place,suburb,19.0,0.1467203654535744,"[{""name"": ""Pragathi Nagar, Ward 12 Mansoorabad, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 501505, India"", ""lat"": ""17.3346560"", ""lon"": ""78.6077549""}]"
MEDCHAL_QUTHBULLAPUR,MEDCHAL,QUTHBULLAPUR,1,found,"Quthbullapur, Hyderabad, Telangana",3.0,17.4966655,78.4606445,"Ward 131 Quthbullapur, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, India",boundary,administrative,20.0,0.1334016960402838,"[{""name"": ""Quthbullapur Main Road, Venkateswara Nagar, Ward 131 Quthbullapur, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal\u2013Malkajgiri, Telangana, 500009, India"", ""lat"": ""17.5021489"", ""lon"": ""78.4546187""}, {""name"": ""Quthbullapur Main Road, Ayodhya Nagar, Qutubullapur, Ward 132 Jeedimetla, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal\u2013Malkajgiri, Telangana, 500009, India"", ""lat"": ""17.5045122"", ""lon"": ""78.4587452""}]"
MEDCHAL_SHAMEERPET,MEDCHAL,SHAMEERPET,2,found,"Shameerpet, Telangana",3.0,17.5944116,78.5749818,"Shameerpet-I, SH1, Upparapalle, Shamirpet mandal, Medchal–Malkajgiri, Telangana, 500078, India",amenity,childcare,30.0,3.750133516437045e-05,"[{""name"": ""Shameerpet-III, SH1, Upparapalle, Shamirpet mandal, Medchal\u2013Malkajgiri, Telangana, 500078, India"", ""lat"": ""17.5945227"", ""lon"": ""78.5710755""}, {""name"": ""Shameerpet 2, NH365B, Bachannapet, Jangoan mandal, Jangaon, Telangana, 506221, India"", ""lat"": ""17.7364666"", ""lon"": ""79.1360758""}]"
MEDCHAL_SHAPURNAGAR,MEDCHAL,SHAPURNAGAR,2,not_found,,,,,,,,,,
