section_id,circle,division,subdivision,section,geocode_status,lat,lon,review_priority,flags,note,km_from_circle_centre,km_from_division_centre,query_used,alias_used,osm_name,osm_category,osm_type,osm_place_rank,n_candidates,other_candidates,flag_not_found,flag_outside_greater_hyderabad,flag_far_from_circle,flag_far_from_division,flag_too_vague,flag_shares_coordinates,flag_matched_a_building_or_road
HABSIGUDA_A_S_RAO_NAGAR,HABSIGUDA,SAINIKPURI,A S RAO NAGAR,A S RAO NAGAR,found,17.4799497,78.5568336,2_check_if_time,matched_a_building_or_road,,3.3,1.4,"A S Rao Nagar, Hyderabad, Telangana",False,"A.S. Rao Nagar, Sainikpuri-ECIL Main Road, Vijayapuri, Ward 2 Dr A S Rao Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Kapra mandal, Medchal–Malkajgiri, Telangana, 500062, India",highway,bus_stop,30.0,1.0,[],False,False,False,False,False,False,True
HABSIGUDA_BODUPPAL,HABSIGUDA,HABSIGUDA,UPPAL,BODUPPAL,found,17.3988408,78.5366218,2_check_if_time,matched_a_building_or_road,,6.5,3.1,"Boduppal, Hyderabad, Telangana",False,"Boduppal-IV, Satyanarayana Swamy Temple Road, Nehru Nagar, Ward 9 Ramanthapur, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500013, India",amenity,childcare,30.0,3.0,"[{""name"": ""Bangaru Maisamma Temple, Boduppal, Near Municipalty Office, Boduppal Road, Sri Lakshmi Nagar Colony, Boduppal, Hyderabad, Medipally mandal, Medchal\u2013Malkajgiri, Telangana, 500092, India"", ""lat"": ""17.4206252"", ""lon"": ""78.5852335""}, {""name"": ""Municipality Office Boduppal, Bayyanna Nagar, Boduppal Road, Sri Lakshmi Nagar Colony, Boduppal, Hyderabad, Medipally mandal, Medchal\u2013Malkajgiri, Telangana, 500092, India"", ""lat"": ""17.4199886"", ""lon"": ""78.5846351""}]",False,False,False,False,False,False,True
HABSIGUDA_CHILKANAGAR,HABSIGUDA,HABSIGUDA,UPPAL,CHILKANAGAR,found,17.4223943,78.5636233,2_check_if_time,matched_a_building_or_road,,3.2,2.2,"Chilkanagar, Hyderabad, Telangana",False,"Chilkanagar Main Road, Dharmapuri Colony, Uppal, Ward 7 Chilka Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500039, India",highway,secondary,26.0,3.0,"[{""name"": ""Chilkanagar Main Road, Beerappaguda, Ward 10 Uppal, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500039, India"", ""lat"": ""17.4061835"", ""lon"": ""78.5645628""}, {""name"": ""Chilkanagar-II (Ward no-7), Chilkanagar Main Road, Dharmapuri Colony, Uppal, Ward 7 Chilka Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal\u2013Malkajgiri, Telangana, 500039, India"", ""lat"": ""17.4204471"", ""lon"": ""78.5619450""}]",False,False,False,False,False,False,True
HABSIGUDA_KEESARA,HABSIGUDA,KEESARA,KEESARA,KEESARA,found,17.5249309,78.6665345,2_check_if_time,far_from_division,far from neighbours but matched a real town/village of that name - probably an outlying section,13.9,12.5,"Keesara, Telangana",False,"Keesara, Keesara mandal, Medchal–Malkajgiri, Telangana, 501303, India",place,town,18.0,1.0,[],False,False,False,True,False,False,False
HABSIGUDA_MEDIPALLY,HABSIGUDA,KEESARA,GHATKESAR,MEDIPALLY,found,17.4158985,78.6018454,2_check_if_time,matched_a_building_or_road,,5.8,4.4,"Medipally, Hyderabad, Telangana",False,"Shanthi Vanam Medipally Park, Medpally, Chengicherla, Medipally mandal, Hyderabad, Telangana, 500098, India",leisure,park,24.0,1.0,[],False,False,False,False,False,False,True
HABSIGUDA_NAGARAM,HABSIGUDA,KEESARA,KEESARA,NAGARAM,found,17.4910113,78.613677,2_check_if_time,matched_a_building_or_road,,7.1,7.4,"Nagaram, Hyderabad, Telangana",False,"Nagaram sarpanch house, Rampally Main Road, Nagaram, Hyderabad, Keesara mandal, Medchal–Malkajgiri, Telangana, 500083, India",building,house,30.0,1.0,[],False,False,False,False,False,False,True
HABSIGUDA_NARAPALLY,HABSIGUDA,KEESARA,GHATKESAR,NARAPALLY,found,17.4249113,78.6202968,2_check_if_time,matched_a_building_or_road,,6.9,3.0,"Narapally, Hyderabad, Telangana",False,"Narapally - ii, Hyderabad-Janagam Highway, Peerzadiguda, Ghatkesar mandal, Medipally mandal, Medchal–Malkajgiri, Telangana, 500098, India",amenity,childcare,30.0,2.0,"[{""name"": ""Narapally - I, Hyderabad-Janagam Highway, Peerzadiguda, Ghatkesar mandal, Medipally mandal, Medchal\u2013Malkajgiri, Telangana, 500098, India"", ""lat"": ""17.4176115"", ""lon"": ""78.6266559""}]",False,False,False,False,False,False,True
HABSIGUDA_PEERJADIGUDA,HABSIGUDA,KEESARA,GHATKESAR,PEERJADIGUDA,found,17.4078747,78.6022666,2_check_if_time,matched_a_building_or_road,,6.5,5.2,"Peerjadiguda, Hyderabad, Telangana",False,"Urban Primary Health Centre, Peerjadiguda, Hyderabad-Janagam Highway, Boduppal, Chengicherla, Medipally mandal, Medchal–Malkajgiri, Telangana, 500098, India",amenity,clinic,30.0,1.0,[],False,False,False,False,False,False,True
HYDERABAD_CENTRAL_LANGER_HOUSE,HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,found,17.37331,78.41387,2_check_if_time,matched_a_building_or_road,,6.9,2.7,"Langer House, Hyderabad, Telangana",False,"ICICI Bank Langer House, Hyderabad - Branch & ATM, NH163, Reddy Colony, Golconda, Ward 66 Langar Houz, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Golconda mandal, Hyderabad, Telangana, 500008, India",amenity,bank,30.0,1.0,[],False,False,False,False,False,False,True
HYDERABAD_CENTRAL_VIJAYA_NAGAR_COLONY,HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,found,17.3893119,78.4422313,2_check_if_time,matched_a_building_or_road,,3.6,3.0,"Vijaya Nagar Colony, Mehdipatnam",False,"Sri Vijaya Hospitals, Hill colony Rd, Murad Nagar, Gudimalkapur, Ward 70 Mehdipatnam, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Asif Nagar mandal, Hyderabad, Telangana, 500028, India",amenity,hospital,30.0,1.0,"[{""score"": 7.24, ""km_from_expected"": 4.24, ""query"": ""Vijaya Nagar Colony, Mehdipatnam"", ""lat"": 17.3946261, ""lon"": 78.4384798, ""name"": ""Vijaya Diagnostic Centre, Golkonda Road, P&T Colony, Mehdipatnam, Ward 70 Mehdipatnam, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Asif Nagar mandal, Hyderabad, Telangana, 500028, India"", ""category"": ""amenity"", ""type"": ""hospital"", ""place_rank"": 30}, {""score"": 16.37, ""km_from_expected"": 13.37, ""query"": ""Vijaya Nagar Colony, Hyderabad"", ""lat"": 17.3304768, ""lon"": 78.5768552, ""name"": ""vijaya fancy store, S.No, 24, Kamala Nagar Rd, Huda Sai Nagar Colony, Hyderabad, Telangana 500070, Raithu Bazar Road, Raithu Bazar, Vanasthalipuram, Ward 13 Hayath Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India"", ""category"": ""shop"", ""type"": ""fashion_accessories"", ""place_rank"": 30}]",False,False,False,False,False,False,True
HYDERABAD_SOUTH_FALAKNUMA,HYDERABAD SOUTH,CHARMINAR,FALAKNUMA,FALAKNUMA,found,17.3326604,78.4751984,2_check_if_time,matched_a_building_or_road,,3.3,3.0,"Falaknuma, Hyderabad, Telangana",False,"Falaknuma, Quadri chaman road, Jangamet, Ward 45 Jangammet, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500065, India",railway,station,30.0,2.0,"[{""name"": ""Falaknuma, Ward 46 Falaknuma, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bandlaguda mandal, Hyderabad, Telangana, 500005, India"", ""lat"": ""17.3336530"", ""lon"": ""78.4677481""}]",False,False,False,False,False,False,True
HYDERABAD_SOUTH_SANTOSHNAGAR,HYDERABAD SOUTH,ASMANGADH,SANTOSH NAGAR,SANTOSHNAGAR,found,17.3467185,78.5081947,2_check_if_time,matched_a_building_or_road,,3.9,1.9,"Santoshnagar, Hyderabad, Telangana",False,"Santoshnagar, Santosh Nagar Main ROad, Sanjeevaiah Nagar, Ward 39 Santhosh Nagar, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Saroornagar mandal, Ranga Reddy, Telangana, 500059, India",highway,bus_stop,30.0,1.0,[],False,False,False,False,False,False,True
MEDCHAL_BACHUPALLY,MEDCHAL,KUKATPALLY,MIYAPUR,BACHUPALLY,found,17.536648,78.3644736,2_check_if_time,matched_a_building_or_road,,6.1,4.7,"Bachupally, Hyderabad, Telangana",False,"akashra junior college, bachupally, Nizampet Road, Nizampet, Bachupally mandal, Hyderabad, Medchal–Malkajgiri, Telangana, 500090, India",office,educational_institution,30.0,1.0,[],False,False,False,False,False,False,True
MEDCHAL_D_P_PALLY,MEDCHAL,JEEDIMETLA,SHAPUR NAGAR,D P PALLY,found,17.5467126,78.4668466,2_check_if_time,matched_a_building_or_road,,6.9,5.6,"Dulapally, Telangana",True,"dulapally, Doolapally Road, Doolapally, Dundigal mandal, Medchal–Malkajgiri, Telangana, 500014, India",highway,bus_stop,30.0,1.0,[],False,False,False,False,False,False,True
MEDCHAL_GUNDLAPOCHAMPALLY,MEDCHAL,MEDCHAL,MEDCHAL,GUNDLAPOCHAMPALLY,found,17.568913,78.480271,2_check_if_time,matched_a_building_or_road,,9.5,5.1,"Gundlapochampally, Telangana",False,"gundlapochampally, Avenue 18, Doolapally, Medchal mandal, Medchal–Malkajgiri, Telangana, 500014, India",highway,bus_stop,30.0,1.0,[],False,False,False,False,False,False,True
MEDCHAL_JEEDIMETLA_IDA,MEDCHAL,JEEDIMETLA,JEEDIMETLA,JEEDIMETLA(IDA),found,17.5204106,78.4514486,2_check_if_time,matched_a_building_or_road,,4.4,3.5,"Jeedimetla(Ida), Hyderabad, Telangana",False,"IDA Jeedimetla, Ward 130 Subash Nagar, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, India",landuse,industrial,24.0,1.0,[],False,False,False,False,False,False,True
MEDCHAL_KOMPALLY,MEDCHAL,MEDCHAL,QUTBULLAPUR,KOMPALLY,found,17.5398444,78.5000154,2_check_if_time,matched_a_building_or_road,,9.9,4.4,"Kompally, Hyderabad, Telangana",False,"Bolarum to Kompally Road, Ward 133 Macha Bolarum, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Dundigal mandal, Medchal–Malkajgiri, Telangana, 500100, India",highway,secondary,26.0,3.0,"[{""name"": ""Bolarum to Kompally Road, Brindavan Colony, Bolarum, Ward 133 Macha Bolarum, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Alwal mandal, Medchal\u2013Malkajgiri, Telangana, 500100, India"", ""lat"": ""17.5354868"", ""lon"": ""78.5096979""}, {""name"": ""Kompally tanda, Nizamabad Road, Caton Residential Township, Jeedimetla Village, Ward 132 Jeedimetla, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal\u2013Malkajgiri, Telangana, 500100, India"", ""lat"": ""17.5282237"", ""lon"": ""78.4762932""}]",False,False,False,False,False,False,True
MEDCHAL_NIZAMPET,MEDCHAL,KUKATPALLY,MIYAPUR,NIZAMPET,found,17.498552,78.3796744,2_check_if_time,matched_a_building_or_road,,4.6,0.2,"Nizampet, Hyderabad, Telangana",False,"Nizampet - Miyapur Road Mumbai Highway, Vasantha Nagar, Satavahana Nagar, Ward 123 Hydernagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500085, India",highway,trunk,26.0,3.0,"[{""name"": ""Nizampet - JNTU Road Mumbai Highway, Vasantha Nagar, Satavahana Nagar, Ward 123 Hydernagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, 500085, India"", ""lat"": ""17.4977568"", ""lon"": ""78.3923874""}, {""name"": ""Nizampet - Miyapur Road Mumbai Highway, Hydernagar, Ward 114 KPHB Colony, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Kukatpally mandal, Medchal\u2013Malkajgiri, Telangana, 500085, India"", ""lat"": ""17.4990321"", ""lon"": ""78.3851955""}]",False,False,False,False,False,False,True
MEDCHAL_PETBASHEERABAD,MEDCHAL,MEDCHAL,QUTBULLAPUR,PETBASHEERABAD,found,17.513919,78.4806686,2_check_if_time,matched_a_building_or_road,,7.5,3.4,"Pet Basheerabad, Hyderabad, Telangana",True,"Pet Basheerabad - III, Nizamabad Road, PET Bashirabad, Jeedimetla Village, Ward 132 Jeedimetla, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal–Malkajgiri, Telangana, 500100, India",amenity,childcare,30.0,3.0,"[{""name"": ""Pet Basheerabad - II, green park main road, Green Park, Jeedimetla Village, Ward 132 Jeedimetla, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal\u2013Malkajgiri, Telangana, 500009, India"", ""lat"": ""17.5085181"", ""lon"": ""78.4756918""}, {""name"": ""Pet Basheerabad - I, green park main road, Green Park, Jeedimetla Village, Ward 132 Jeedimetla, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Quthbullapur mandal, Medchal\u2013Malkajgiri, Telangana, 500009, India"", ""lat"": ""17.5091957"", ""lon"": ""78.4763691""}]",False,False,False,False,False,False,True
MEDCHAL_VEMANA_COLONY,MEDCHAL,KUKATPALLY,MIYAPUR,VEMANA COLONY,found,17.4871275,78.3236067,2_check_if_time,matched_a_building_or_road,,10.6,6.3,"Vemana Colony, Hyderabad, Telangana",False,"Vemana colony, Lingampally-Huda Colony Road, Sivaji Nagar, Ward 110 Chandanagar, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500019, India",amenity,childcare,30.0,1.0,[],False,False,False,False,False,False,True
RAJENDRA_NAGAR_AMANGAL,RAJENDRA NAGAR,KANDUKUR,AMANGAL,AMANGAL,found,16.8497797,78.5325679,2_check_if_time,far_from_circle; far_from_division,far from neighbours but matched a real town/village of that name - probably an outlying section,51.7,46.7,"Amangal, Telangana",False,"Amangal, Amangal mandal, Ranga Reddy, Telangana, 509321, India",place,town,18.0,1.0,[],False,False,True,True,False,False,False
RAJENDRA_NAGAR_BALAPUR,RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,BALAPUR,found,17.3096061,78.4999427,2_check_if_time,far_from_division,far from neighbours but matched a real town/village of that name - probably an outlying section,6.6,27.3,Balapur,False,"Balapur, Balapur mandal, Ranga Reddy, Telangana, 500021, India",place,village,19.0,3.0,"[{""score"": 10.41, ""km_from_expected"": 7.41, ""query"": ""Balapur, Hyderabad"", ""lat"": 17.3085041, ""lon"": 78.5052949, ""name"": ""Balapur - II, RCI road, Sri Chaitanya Homes, Barkas, Greater Hyderabad Municipal Corporation East Zone, Balapur, Balapur mandal, Ranga Reddy, Telangana, 500021, India"", ""category"": ""amenity"", ""type"": ""childcare"", ""place_rank"": 30}, {""score"": 10.43, ""km_from_expected"": 7.43, ""query"": ""Balapur, Hyderabad"", ""lat"": 17.3055067, ""lon"": 78.5042041, ""name"": ""HMWSSB - Balapur, RCI road, Sri Chaitanya Homes, Barkas, Greater Hyderabad Municipal Corporation East Zone, Balapur, Balapur mandal, Ranga Reddy, Telangana, 500021, India"", ""category"": ""office"", ""type"": ""government"", ""place_rank"": 30}, {""score"": 10.45, ""km_from_expected"": 7.45, ""query"": ""Balapur, Hyderabad"", ""lat"": 17.307521, ""lon"": 78.5053298, ""name"": ""Balapur subcentre building Badangpet - HUA(Basthi Dawakhana), RCI road, Sri Chaitanya Homes, Barkas, Greater Hyderabad Municipal Corporation East Zone, Balapur, Balapur mandal, Ranga Reddy, Telangana, 500021, India"", ""category"": ""amenity"", ""type"": ""health_post"", ""place_rank"": 30}, {""score"": 11.54, ""km_from_expected"": 3.54, ""query"": ""Balapur, Hyderabad"", ""lat"": 17.299985, ""lon"": 78.4434738, ""name"": ""Hyderabad, Katedan, Ward 59 Mailardevpally, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, India"", ""category"": ""water"", ""type"": ""pond"", ""place_rank"": 24}]",False,False,False,True,False,False,False
RAJENDRA_NAGAR_GAGANPAHAD,RAJENDRA NAGAR,RAJENDRA NAGAR,GAGANPAHAD,GAGANPAHAD,found,17.2990973,78.4169614,2_check_if_time,matched_a_building_or_road,,2.8,3.4,"Gaganpahad, Hyderabad",False,"Gaganpahad-I, Flyover, Gagan Pahad, Ward 59 Mailardevpally, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500077, India",amenity,childcare,30.0,3.0,"[{""score"": 6.65, ""km_from_expected"": 3.65, ""query"": ""Gaganpahad, Hyderabad"", ""lat"": 17.2959988, ""lon"": 78.4192928, ""name"": ""Gaganpahad-II, NH44, Gagan Pahad, Ward 59 Mailardevpally, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500077, India"", ""category"": ""amenity"", ""type"": ""childcare"", ""place_rank"": 30}, {""score"": 8.45, ""km_from_expected"": 5.45, ""query"": ""Gaganpahad, Hyderabad"", ""lat"": 17.3549315, ""lon"": 78.4785127, ""name"": ""Gaganpahad, Rajendra Nagar (Basthi Dawakhana), Darul Shifa Road, Murad Mahal Colony, Ward 33 Moghalpura, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Charminar mandal, Hyderabad, Telangana, 500065, India"", ""category"": ""amenity"", ""type"": ""health_post"", ""place_rank"": 30}]",False,False,False,False,False,False,True
RAJENDRA_NAGAR_KADTHAL,RAJENDRA NAGAR,KANDUKUR,AMANGAL,KADTHAL,found,16.9847566,78.4997445,2_check_if_time,far_from_circle; far_from_division,far from neighbours but matched a real town/village of that name - probably an outlying section,36.3,31.5,"Kadthal, Telangana",False,"Kadthal, Kadthal mandal, Ranga Reddy, Telangana, 509358, India",place,town,18.0,2.0,"[{""name"": ""Kadthal mandal, Ranga Reddy, Telangana, 509358, India"", ""lat"": ""16.9535872"", ""lon"": ""78.5097313""}]",False,False,True,True,False,False,False
RAJENDRA_NAGAR_KANDUKUR,RAJENDRA NAGAR,KANDUKUR,MAMIDIPALLY,KANDUKUR,found,17.0643848,78.489005,2_check_if_time,far_from_circle; far_from_division,far from neighbours but matched a real town/village of that name - probably an outlying section,27.4,22.6,"Kandukur, Telangana",False,"Kandukur, Kandukur mandal, Ranga Reddy, Telangana, India",place,village,19.0,2.0,"[{""name"": ""Kandukur mandal, Ranga Reddy, Telangana, India"", ""lat"": ""17.0812901"", ""lon"": ""78.5019684""}]",False,False,True,True,False,False,False
RAJENDRA_NAGAR_KISMATPUR,RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,KISMATPUR,found,17.3316182,78.4033571,2_check_if_time,matched_a_building_or_road,,5.3,3.8,"Kismatpur, Hyderabad, Telangana",False,"Kismatpur Rd, Sai Krishna Colony, Budvel, Ward 60 Rajendra Nagar, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500030, India",highway,tertiary,26.0,3.0,"[{""name"": ""Kismatpur Road, Sai Baba Nagar Colony, Ward 60 Rajendra Nagar, Greater Hyderabad Municipal Corporation South Zone, Kismatpur, Gandipet mandal, Ranga Reddy, Telangana, 500086, India"", ""lat"": ""17.3342353"", ""lon"": ""78.3895809""}, {""name"": ""Maisamma Devalayam, Kismatpur Village, Kismatpur Road, Sai Baba Nagar Colony, Ward 60 Rajendra Nagar, Greater Hyderabad Municipal Corporation South Zone, Kismatpur, Gandipet mandal, Ranga Reddy, Telangana, 500086, India"", ""lat"": ""17.3336888"", ""lon"": ""78.3938925""}]",False,False,False,False,False,False,True
RAJENDRA_NAGAR_KOTHUR,RAJENDRA NAGAR,SHADNAGAR,KOTHUR,KOTHUR,found,17.1486076,78.2886922,2_check_if_time,far_from_circle,far from neighbours but matched a real town/village of that name - probably an outlying section,23.9,7.9,Kothur,False,"Kothur, Kothur mandal, Ranga Reddy, Telangana, 509228, India",place,village,19.0,1.0,"[{""score"": 25.94, ""km_from_expected"": 22.94, ""query"": ""Kothur, Shadnagar"", ""lat"": 17.1861601, ""lon"": 78.2865794, ""name"": ""Kothur-IV, NH44, Mekalabanda Tanda, Ghansimiaguda, Shamshabad mandal, Ranga Reddy, Telangana, 509325, India"", ""category"": ""amenity"", ""type"": ""childcare"", ""place_rank"": 30}, {""score"": 26.78, ""km_from_expected"": 26.78, ""query"": ""Kothur"", ""lat"": 17.0923317, ""lon"": 78.4683788, ""name"": ""Kothur, Kandukur mandal, Ranga Reddy, Telangana, India"", ""category"": ""place"", ""type"": ""village"", ""place_rank"": 19}, {""score"": 28.94, ""km_from_expected"": 25.94, ""query"": ""Kothur, Shadnagar"", ""lat"": 17.15052, ""lon"": 78.2857946, ""name"": ""Kothur I, Old NH7, Kothur, Kothur mandal, Ranga Reddy, Telangana, 509228, India"", ""category"": ""amenity"", ""type"": ""childcare"", ""place_rank"": 30}, {""score"": 29.02, ""km_from_expected"": 26.02, ""query"": ""Kothur, Shadnagar"", ""lat"": 17.1477529, ""lon"": 78.2883207, ""name"": ""Kothur III, Old NH7, Kothur, Kothur mandal, Ranga Reddy, Telangana, 509228, India"", ""category"": ""amenity"", ""type"": ""childcare"", ""place_rank"": 30}]",False,False,True,False,False,False,False
RAJENDRA_NAGAR_RAJENDERNAGAR,RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,RAJENDERNAGAR,found,17.3592197,78.4440413,2_check_if_time,matched_a_building_or_road,,6.5,5.2,"Rajendernagar, Hyderabad, Telangana",False,"Panduranganagar, Rajendernagar (Basthi Dawakhana), Zoo Park Main Road, Kundetiguda, Ward 56 Kishanbagh, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, 500064, India",amenity,health_post,30.0,1.0,[],False,False,False,False,False,False,True
RAJENDRA_NAGAR_SHAMSHABAD,RAJENDRA NAGAR,RAJENDRA NAGAR,SHAMSHABAD,SHAMSHABAD,found,17.2611444,78.3931943,2_check_if_time,far_from_division,far from neighbours but matched a real town/village of that name - probably an outlying section,7.2,8.3,Shamshabad,False,"Shamshabad, Shamshabad mandal, Ranga Reddy, Telangana, 509218, India",place,village,19.0,3.0,"[{""score"": 15.2, ""km_from_expected"": 7.2, ""query"": ""Shamshabad, Rajendra Nagar"", ""lat"": 17.3046202, ""lon"": 78.378155, ""name"": ""Rajendra Nagar (South), Outer Ring Road, Kothwalguda, Shamshabad mandal, Ranga Reddy, Telangana, 500058, India"", ""category"": ""highway"", ""type"": ""motorway_junction"", ""place_rank"": 30}, {""score"": 17.74, ""km_from_expected"": 9.74, ""query"": ""Shamshabad, Hyderabad"", ""lat"": 17.260048, ""lon"": 78.386917, ""name"": ""Hyderabad House, NH44, Madhura Nagar, Shamshabad, Shamshabad mandal, Ranga Reddy, Telangana, 509218, India"", ""category"": ""amenity"", ""type"": ""restaurant"", ""place_rank"": 30}, {""score"": 19.2, ""km_from_expected"": 11.2, ""query"": ""Shamshabad, Hyderabad"", ""lat"": 17.2311636, ""lon"": 78.4317834, ""name"": ""Rajiv Gandhi International Airport, Cargo Road, Shamshabad mandal, Ranga Reddy, Telangana, 509218, India"", ""category"": ""aeroway"", ""type"": ""aerodrome"", ""place_rank"": 30}, {""score"": 19.43, ""km_from_expected"": 11.43, ""query"": ""Shamshabad, Hyderabad"", ""lat"": 17.2384839, ""lon"": 78.3942997, ""name"": ""Delhivery Hyderabad Hub, RGIA Approach Road, Shamshabad, Shamshabad mandal, Ranga Reddy, Telangana, 509218, India"", ""category"": ""building"", ""type"": ""warehouse"", ""place_rank"": 30}]",False,False,False,True,False,False,False
RAJENDRA_NAGAR_SHIVARAM_PALLY,RAJENDRA NAGAR,RAJENDRA NAGAR,RAJENDRANAGAR,SHIVARAM PALLY,found,17.3230489,78.436567,2_check_if_time,matched_a_building_or_road,,2.5,2.1,"Shivaram Pally, Hyderabad, Telangana",False,"NPA Shivaram Pally, NH44, Raghavendra Nagar, Ward 58 Shastripuram, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500052, India",railway,halt,30.0,2.0,"[{""name"": ""NPA Shivaram Pally, NH44, Raghavendra Nagar, Ward 58 Shastripuram, Greater Hyderabad Municipal Corporation South Zone, Hyderabad, Rajendranagar mandal, Ranga Reddy, Telangana, 500052, India"", ""lat"": ""17.3230265"", ""lon"": ""78.4365781""}]",False,False,False,False,False,False,True
SAROORNAGAR_AUTONAGAR,SAROORNAGAR,SAROORNAGAR,HAYATHNAGAR,AUTONAGAR,found,17.3356141,78.5792031,2_check_if_time,matched_a_building_or_road,,2.5,3.0,"Autonagar, Hyderabad, Telangana",False,"Autonagar, Vijaywada Highway, Sai Nagar, Vanasthalipuram, Ward 13 Hayath Nagar, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Ranga Reddy, Telangana, 500070, India",amenity,place_of_worship,30.0,1.0,[],False,False,False,False,False,False,True
SAROORNAGAR_BADANGPET,SAROORNAGAR,CHAMPAPET,CHAMPAPET,BADANGPET,found,17.3383467,78.5222127,2_check_if_time,matched_a_building_or_road,,4.3,2.0,"Badangpet, Hyderabad, Telangana",False,"badangpet-almasguda road, New Maruthi Nagar, Karmanghat, Ward 16 Hasthinapuram, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Balapur mandal, Ranga Reddy, Telangana, 500659, India",highway,tertiary,26.0,3.0,"[{""name"": ""badangpet-almasguda road, Om Nagar, Karmanghat, Jillelaguda, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Balapur mandal, Ranga Reddy, Telangana, 500097, India"", ""lat"": ""17.3313217"", ""lon"": ""78.5262111""}, {""name"": ""Balapur subcentre building Badangpet - HUA(Basthi Dawakhana), RCI road, Sri Chaitanya Homes, Barkas, Greater Hyderabad Municipal Corporation East Zone, Balapur, Balapur mandal, Ranga Reddy, Telangana, 500021, India"", ""lat"": ""17.3075210"", ""lon"": ""78.5053298""}]",False,False,False,False,False,False,True
